Instancia,Viabilidade,Criterio guloso,Tempo total (s),Tempo medio (s),Valor da função objetivo,MultStart viabilidade,MultStart Tempo total (s),MultStart Tempo medio (s),MultStart Função Objetivo,delta (%)
/instancia_100projetos_2sondas_delta_t7.dat,feasible,duracao,0.023192882537841797,0.011597156524658203,21280.983190181705,feasible,1.2095279693603516,0.604764461517334,24759.23583253458,0.16344417037825673
/instancia_100projetos_2sondas_delta_t7.dat,feasible,janela,0.0275726318359375,0.013787031173706055,16429.48848781537,feasible,1.2095279693603516,0.604764461517334,24759.23583253458,0.5069997980093424
/instancia_20projetos_2sondas_delta_t28.dat,feasible,lucro,0.002131938934326172,0.0010666847229003906,7634.36016150307,feasible,0.12766170501708984,0.06383121013641357,8235.273640626092,0.07871170162408378
/instancia_20projetos_2sondas_delta_t28.dat,feasible,lucro/custo,0.0022504329681396484,0.0011258125305175781,8235.27364062609,feasible,0.12766170501708984,0.06383121013641357,8235.273640626092,2.2087783392800133e-16
/instancia_20projetos_2sondas_delta_t28.dat,feasible,lucro/duracao,0.002239227294921875,0.0011203289031982422,8235.27364062609,feasible,0.12766170501708984,0.06383121013641357,8235.273640626092,2.2087783392800133e-16
/instancia_20projetos_2sondas_delta_t28.dat,feasible,custo,0.0024704933166503906,0.0012360811233520508,3840.513364412226,feasible,0.12766170501708984,0.06383121013641357,8235.273640626092,1.1443158398920101
/instancia_20projetos_2sondas_delta_t28.dat,feasible,duracao,0.0023899078369140625,0.0011957883834838867,3121.097173057433,feasible,0.12766170501708984,0.06383121013641357,8235.273640626092,1.6385829033829158
/instancia_20projetos_2sondas_delta_t28.dat,feasible,janela,0.0024814605712890625,0.0012416839599609375,3769.770683085,feasible,0.12766170501708984,0.06383121013641357,8235.273640626092,1.1845555958026437
/instancia_300projetos_20sondas_delta_t7.dat,feasible,lucro,1.6115357875823975,0.8057687282562256,133064.75876275,feasible,76.58913326263428,38.29456698894501,136808.7626524076,0.02813670519880511
/instancia_300projetos_20sondas_delta_t7.dat,feasible,lucro/custo,1.4555346965789795,0.727768063545227,137681.20092680817,feasible,76.58913326263428,38.29456698894501,136808.7626524076,-0.006336655030081863
/instancia_300projetos_20sondas_delta_t7.dat,feasible,lucro/duracao,1.4438815116882324,0.7219415903091431,136455.20971578802,feasible,76.58913326263428,38.29456698894501,136808.7626524076,0.002590981592831613
/instancia_300projetos_20sondas_delta_t7.dat,feasible,custo,1.4860782623291016,0.7430399656295776,109049.6767933464,feasible,76.58913326263428,38.29456698894501,136808.7626524076,0.25455449915423234
/instancia_300projetos_20sondas_delta_t7.dat,feasible,duracao,1.6327879428863525,0.8163946866989136,98512.70602463695,feasible,76.58913326263428,38.29456698894501,136808.7626524076,0.3887423071922644
/instancia_300projetos_20sondas_delta_t7.dat,feasible,janela,2.0669922828674316,1.0334968566894531,76662.65855945689,feasible,76.58913326263428,38.29456698894501,136808.7626524076,0.7845554175022966
/instancia_300projetos_10sondas_delta_t1.dat,feasible,lucro,0.797072172164917,0.3985368013381958,173588.56595176354,feasible,40.10908913612366,20.054544925689697,177773.60806045902,0.024108973340205023
/instancia_300projetos_10sondas_delta_t1.dat,feasible,lucro/custo,0.7876214981079102,0.3938117027282715,167864.49359587848,feasible,40.10908913612366,20.054544925689697,177773.60806045902,0.059030437302816506
/instancia_300projetos_10sondas_delta_t1.dat,feasible,lucro/duracao,0.76617431640625,0.3830878734588623,168667.9696920773,feasible,40.10908913612366,20.054544925689697,177773.60806045902,0.05398558116876071
/instancia_300projetos_10sondas_delta_t1.dat,feasible,custo,0.7719578742980957,0.38597989082336426,142506.50093250096,feasible,40.10908913612366,20.054544925689697,177773.60806045902,0.24747718102111382
